발생일시_년,발생일시_월,발생일시_일,발생일시_시간,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_시도,발생장소_시군구,발생장소_읍면,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,관측일
2019,04,6,13:29,토,2019,4,6,14:32,경북,경북,포항,흥해,남송,입,입산자 실화추정,,0.01,2019046
2019,04,6,13:45,토,2019,4,6,17:40,경북,경북,영천,신녕,치산,입,입산자 실화추정,,0.5,2019046
2019,04,6,14:57,토,2019,4,6,15:55,경북,경북,상주,사벌,삼덕,기,밭두렁 소각,,0.1,2019046
2019,04,6,17:14,토,2019,4,6,18:20,경북,경북,문경,마성,정,기,성묘객 실화추정,,0.01,2019046
2019,04,7,16:30,일,2019,4,7,19:30,경북,경북,예천,유천,광전,기,성묘객 실화,,1.0,2019047
2019,04,7,06:21,일,2019,4,7,08:40,경북,경북,경주,외동,녹동,입,입산자 실화추정,,1.02,2019047
2019,04,7,10:39,일,2019,4,7,12:21,강원,강원,영월,김삿갓,와석,기,농산폐기물 소각,,0.3,2019047
2019,04,8,14:45,월,2019,4,8,18:00,북부,강원,인제,남,관대,입,입산자 실화추정,,0.5,2019048
2019,04,12,20:58,금,2019,4,12,23:10,강원,강원,양구,양구,웅진,기,방화,,0.57,20190412
2019,04,15,10:55,월,2019,4,15,11:40,경북,경북,경산,와촌,소월,입,입산자 실화추정,,0.01,20190415
2019,04,15,17:10,월,2019,4,15,18:28,경북,경북,안동,임동,위,기,원인미상,,0.15,20190415
2019,04,15,22:15,월,2019,4,16,06:10,경북,경북,경주,외동,제내,건,공장화재 전이,,1.2,20190415
2019,04,16,11:44,화,2019,4,16,18:00,강원,강원,고성,현내,송현,입,입산자 실화,,0.09,20190416
2019,04,16,16:14,화,2019,4,16,16:50,강원,강원,홍천,서,반곡,기,공업사 용접,,0.08,20190416
2019,04,17,13:17,수,2019,4,17,16:20,경북,경북,청도,매전,관하,쓰,잡풀소각,,0.1,20190417
2019,04,17,13:52,수,2019,4,17,14:51,강원,강원,영월,영월,삼옥,담,담뱃불 추정,,0.2,20190417
2019,04,18,10:53,목,2019,4,18,13:43,경북,경북,포항,대송,홍계,기,원인미상,,0.1,20190418
2019,04,18,13:51,목,2019,4,18,14:48,경북,경북,상주,화남,중눌,기,농산부산물 소각,,0.1,20190418
2019,04,20,12:27,토,2019,4,20,15:30,북부,강원,춘천,사북,고성,입,입산자 실화추정,,0.03,20190420
2019,04,20,12:07,토,2019,4,20,12:55,경북,경북,문경,산양,존도,기,원인미상,,0.01,20190420
2019,04,21,11:31,일,2019,4,22,02:00,남부,경북,울진,매화,갈면,입,입산자 실화추정,,2.53,20190421
2019,04,22,12:19,월,2019,4,22,13:31,강원,강원,화천,사내,용담,쓰,쓰레기 소각,,0.26,20190422
2019,04,23,08:53,화,2019,4,23,09:50,경북,경북,문경,산양,존도,기,원인미상,,0.01,20190423
2019,05,2,14:21,목,2019,5,2,16:25,강원,강원,춘천,남산,강촌,입,입산자 실화추정,,0.2,2019052
2019,05,2,16:28,목,2019,5,2,17:10,강원,강원,횡성,성원,유현,건,공장화재,,0.02,2019052
2019,05,3,11:00,금,2019,5,3,12:00,경북,경북,경주,외동,모화,입,입산자 실화추정,,0.01,2019053
2019,05,3,14:44,금,2019,5,3,16:01,강원,강원,춘천,석사,,입,입산자 실화추정,,0.05,2019053
2019,05,5,14:25,일,2019,5,5,22:00,북부,강원,인제,남,소치,기,숯불 재 투기,,5.2,2019055
2019,05,5,11:40,일,2019,5,5,12:30,강원,강원,횡성,둔내,삽교,입,입산자 실화,,0.15,2019055
2019,05,5,03:22,일,2019,5,5,04:45,강원,강원,춘천,석사,,입,입산자 실화추정,,0.05,2019055
2019,05,6,14:08,월,2019,5,6,14:58,강원,강원,홍천,화촌,군업,입,입산자 실화추정,,0.02,2019056
2019,05,6,17:50,월,2019,5,6,19:20,강원,강원,원주,소초,흥양,입,입산자 실화,,0.1,2019056
2019,05,7,11:47,화,2019,5,7,18:00,북부,강원,춘천,동,품걸,입,입산자 실화추정,,2.0,2019057
2019,05,7,15:40,화,2019,5,7,18:30,강원,강원,홍천,서석,풍암,기,용접불씨,,1.9,2019057
2019,05,9,19:11,목,2019,5,9,20:40,남부,경북,영양,수비,신암,입,기타(직접입력),입산자실화 추정,0.02,2019059
2019,05,10,09:34,금,2019,5,10,12:00,동부,강원,고성,죽왕,구성,기,원인미상,,0.54,20190510
2019,05,10,23:55,금,2019,5,11,07:30,남부,경북,영주,봉현,두산,입,입산자 담뱃불 실화추정,,0.1,20190510
2019,05,11,22:24,토,2019,5,12,02:45,경북,경북,청송,안덕,지소,입,입산자 실화추정,,0.1,20190511
2019,05,11,17:50,토,2019,5,11,19:20,강원,강원,홍천,서,두미,입,취사행위,,0.28,20190511
2019,05,11,14:36,토,2019,5,11,16:20,강원,강원,정선,신동,방제,입,입산자 실화,,0.1,20190511
2019,05,11,09:35,토,2019,5,11,11:00,경북,경북,청송,안덕,문거,입,입산자 실화,,0.01,20190511
2019,05,11,13:08,토,2019,5,11,13:45,경북,경북,상주,모동,반계,입,입산자 실화추정,,0.01,20190511
2019,05,12,11:43,일,2019,5,12,12:51,경북,경북,경산,용성,매남,입,입산자 실화추정,,0.01,20190512
2019,05,12,11:59,일,2019,5,12,12:50,동부,강원,정선,신동,가사,기,원인미상,,0.1,20190512
2019,05,13,20:40,월,2019,5,13,23:26,경북,경북,상주,외서,가곡,입,입산자 실화추정,,0.3,20190513
2019,05,14,08:30,화,2019,5,14,09:53,경북,경북,포항,송라,하송,입,입산자 실화추정,,0.01,20190514
2019,05,15,11:20,수,2019,5,15,16:00,경북,경북,고령,성산,어곡,입,산나물 채취자 실화추정,,0.2,20190515
2019,05,16,15:55,목,2019,5,16,17:30,동부,강원,평창,대관령,유천,기,원인미상,,0.02,20190516
2019,05,17,23:14,금,2019,5,18,00:15,경북,경북,안동,북후,물한,입,입산자 실화추정,,0.03,20190517
2019,05,19,14:20,일,2019,5,19,14:51,강원,강원,강릉,강동,하시동,입,입산자 실화,,0.01,20190519
2019,05,21,11:28,화,2019,5,21,12:24,경북,경북,포항,송라,대전,입,입산자 실화,,0.01,20190521
2019,05,23,10:05,목,2019,5,23,12:30,경북,경북,봉화,춘양,소로,쓰,쓰레기 소각추정,,0.1,20190523
2019,05,23,12:37,목,2019,5,23,14:38,강원,강원,정선,임계,문래,입,입산자 실화,,0.1,20190523
2019,05,24,12:59,금,2019,5,24,14:30,강원,강원,영월,영월,정양,입,입산자 실화추정,,0.1,20190524
2019,05,25,16:45,토,2019,5,25,19:00,경북,경북,영주,단산,동원,입,입산자 실화추정,,0.2,20190525
2019,05,26,17:46,일,2019,5,27,06:35,경북,경북,안동,녹전,사천,기,묘지근처 개미굴 소각,,4.7,20190526
2019,05,30,18:45,목,2019,5,30,21:00,남부,경북,영주,봉현,두산,입,기타(직접입력),입산자 실화 추정,0.01,20190530
2019,05,31,02:50,금,2019,5,31,05:20,경북,경북,경주,감포,전동,쓰,쓰레기적치장 소각 중 전이추정,,1.07,20190531
2019,06,3,19:21,월,2019,6,3,21:30,경북,경북,봉화,춘양,도심,건,목조주택화재 산불전이,,0.01,2019063
2019,06,4,14:14,화,2019,6,4,15:26,강원,강원,정선,화암,화암,입,입산자 실화추정,,0.2,2019064
2019,06,5,12:10,수,2019,6,5,15:26,경북,경북,군위,우보,달신,기,원인미상,,0.5,2019065
2019,06,5,17:00,수,2019,6,5,20:00,경북,경북,경주,외동,제내,입,입산자 실화추정,,0.18,2019065
2019,06,6,13:32,목,2019,6,6,15:39,경북,경북,경산,진량,아사,쓰,쓰레기 소각,,0.03,2019066
2019,06,6,12:15,목,2019,6,6,14:50,경북,경북,경주,안강,강교,기,농산폐기물 소각,,0.76,2019066
2019,06,12,15:23,수,2019,6,12,16:28,경북,경북,경산,진량,평사,입,입산자 실화추정,,0.01,20190612
2019,07,7,16:04,일,2019,7,7,17:10,강원,강원,횡성,청일,갑천,건,화장실 화재,,0.07,2019077
2019,07,8,09:38,월,2019,7,8,12:45,강원,강원,원주,신림,성산,기,원인미상,,0.1,2019078
2019,07,9,13:49,화,2019,7,9,16:00,강원,강원,원주,귀래,용암,담,담뱃불 실화 추정,,0.01,2019079
2019,07,9,18:39,화,2019,7,9,21:10,강원,강원,영월,남,창원,기,농산폐기물 소각,,0.6,2019079
2019,08,23,12:31,금,2019,8,23,14:15,강원,강원,횡성,서원,석화,기,작업장실화,,0.22,20190823
2019,08,26,12:10,월,2019,8,26,18:00,북부,강원,홍천,서석,검산,입,기타(직접입력),입산자 실화추정,0.08,20190826
2019,10,11,11:55,금,2019,10,11,13:30,경북,경북,영덕,강구,상직,쓰,쓰레기소각,,0.05,20191011
2019,10,27,14:08,일,2019,10,27,15:55,경북,경북,군위,우보,문덕,기,기타(직접입력),원인미상(조사중),0.1,20191027
2019,10,30,12:58,수,2019,10,30,15:30,경북,경북,고령,쌍림,월막,기,기타(직접입력),조사중,0.03,20191030
2019,11,12,15:08,화,2019,11,12,17:27,경북,경북,안동,도산,가송,기,기타(직접입력),원인미상,0.1,20191112
2019,11,16,17:00,공,2019,11,16,18:10,강원,강원,강릉,구정,제비,기,기타(직접입력),원인미상,0.01,20191116
2019,11,30,13:43,공,2019,11,30,15:40,경북,경북,안동,녹전,신평,쓰,쓰레기소각,,0.05,20191130
2019,12,4,11:30,수,2019,12,4,12:47,강원,강원,양구,양구,군량,기,농산폐기물소각,,0.1,2019124
2019,12,5,10:09,목,2019,12,5,15:00,강원,강원,삼척,도계,점,담,담뱃불실화,,0.27,2019125
2019,12,6,08:59,금,2019,12,6,09:50,강원,강원,춘천,북산,추전,건,주택화재비화,,0.5,2019126
2019,12,7,14:44,토,2019,12,7,16:10,경북,경북,칠곡,가산,천평,건,기타(직접입력),공장화재 비화,0.02,2019127
2019,12,11,16:25,수,2019,12,11,18:00,강원,강원,인제,인제,덕산,기,기타(직접입력),원인미상,0.05,20191211
2019,12,11,19:18,수,2019,12,12,10:39,강원,강원,정선,북평,나전,기,기타(직접입력),조사중,2.0,20191211
2019,12,13,11:50,금,2019,12,13,13:08,경북,경북,김천,대덕,종산,건,기타(직접입력),농기계 수리중 폭발,0.1,20191213
2019,12,20,11:40,금,2019,12,20,13:20,강원,강원,홍천,홍천,태학,쓰,쓰레기소각,,0.04,20191220
2019,12,22,15:38,공,2019,12,22,17:00,경북,경북,문경,영순,말용,입,기타(직접입력),입산자실화(추정),0.12,20191222
2019,12,24,12:11,화,2019,12,24,14:22,강원,강원,평창,미탄,백운,기,기타(직접입력),조사중,0.01,20191224
2019,12,31,02:56,화,2019,12,31,04:43,강원,강원,강릉,,죽헌,입,기타(직접입력),입산자실화 추정,0.1,20191231
2019,12,31,03:02,화,2019,12,31,04:21,강원,강원,고성,토성,신평,기,기타(직접입력),원인미상,0.5,20191231
2020,01,1,13:00,공,2020,1,1,13:35,강원,강원,강릉,성산,위촌,쓰,쓰레기소각,,0.02,2020011
2020,01,3,12:22,금,2020,1,3,16:00,북부,강원,춘천,서,오월,입,기타(직접입력),입산자실화(추정),0.7,2020013
2020,01,4,13:54,토,2020,1,5,17:10,강원,강원,춘천,신북,발산,담,선택,,34.26,2020014
2020,01,4,14:49,토,2020,1,4,15:40,강원,강원,정선,신동,덕천,입,기타(직접입력),입산자실화 추정,0.04,2020014
2020,01,15,13:46,수,2020,1,15,14:30,강원,강원,양양,양양,월,기,기타(직접입력),화목보일러 불씨 부주의,0.02,20200115
2020,01,22,14:16,수,2020,1,22,16:10,경북,경북,봉화,명호,북곡,건,기타(직접입력),건축물화재,0.01,20200122
2020,01,23,12:52,목,2020,1,23,13:54,강원,강원,횡성,우천,하궁,기,기타(직접입력),원인미상,0.1,20200123
2020,01,27,11:15,공,2020,1,27,11:55,경북,경북,문경,동로,인곡,기,기타(직접입력),원인미상,0.06,20200127
2020,01,31,13:20,금,2020,1,31,15:00,강원,강원,홍천,서석,풍암,기,기타(직접입력),원인미상,0.01,20200131
2020,02,1,15:23,토,2020,2,1,16:53,경북,경북,봉화,물야,개단,기,기타(직접입력),산업현장실화,0.1,2020021
2020,02,1,18:14,토,2020,2,1,19:03,경북,경북,봉화,재산,갈산,기,기타(직접입력),전기합선,0.02,2020021
2020,02,8,07:05,토,2020,2,8,08:30,강원,강원,춘천,남산,백양,쓰,쓰레기소각,,0.03,2020028
2020,02,8,12:02,토,2020,2,8,12:45,강원,강원,강릉,,홍제,쓰,쓰레기소각,,0.03,2020028
2020,02,9,20:49,일,2020,2,9,22:13,경북,경북,청송,안덕,신성,건,기타(직접입력),건축물실화,0.01,2020029
2020,02,9,18:48,일,2020,2,9,20:04,강원,강원,원주,신림,황둔,담,담뱃불실화,,0.4,2020029
2020,02,11,22:37,화,2020,2,11,23:46,경북,경북,군위,의흥,지호,기,기타(직접입력),원인미상,0.15,20200211
2020,02,11,11:34,화,2020,2,11,14:30,경북,경북,안동,일직,운산,담,담뱃불실화,,0.08,20200211
2020,02,15,13:37,토,2020,2,15,14:28,남부,경북,포항,홍해,홍안,입,기타(직접입력),입산자실화,0.18,20200215
2020,02,19,19:27,수,2020,2,19,20:30,경북,경북,구미,진평,,기,기타(직접입력),원인미상,0.01,20200219
2020,02,23,09:43,일,2020,2,23,13:40,경북,경북,봉화,소천,서천,건,기타(직접입력),보일러 불씨 부주의,0.1,20200223
2020,02,24,12:58,월,2020,2,24,15:15,강원,강원,춘천,남산,산수,기,논밭두렁소각,,0.1,20200224
2020,03,5,13:31,목,2020,3,5,16:00,경북,경북,예천,호명,본포,기,농산폐기물소각,,1.35,2020035
2020,03,6,13:08,금,2020,3,6,14:20,경북,경북,안동,남후,고상,기,기타(직접입력),차량화재 비화,0.02,2020036
2020,03,6,14:34,금,2020,3,6,15:35,경북,경북,영덕,영덕,매정,쓰,쓰레기소각,,0.01,2020036
2020,03,8,15:34,일,2020,3,8,16:25,경북,경북,안동,서후,명,쓰,쓰레기소각,,0.01,2020038
2020,03,8,13:20,일,2020,3,8,18:00,북부,강원,홍천,화촌,풍천,입,기타(직접입력),입산자실화,0.05,2020038
2020,03,8,14:12,일,2020,3,8,16:00,강원,강원,화천,하남,원천,쓰,쓰레기소각,,0.67,2020038
2020,03,8,16:05,일,2020,3,8,18:10,강원,강원,춘천,동산,원창,기,기타(직접입력),원인미상,0.1,2020038
2020,03,14,13:10,토,2020,3,14,16:59,경북,경북,고령,성산,기족,기,기타(직접입력),그라인드 작업중 불씨부주의,0.27,20200314
2020,03,14,15:02,토,2020,3,14,16:15,경북,경북,의성,안평,대사,기,농산폐기물소각,,0.2,20200314
2020,03,15,14:29,일,2020,3,15,15:32,강원,강원,홍천,서,동막,기,기타(직접입력),불씨처리부주의,0.43,20200315
2020,03,15,14:52,일,2020,3,15,15:45,강원,강원,강릉,,대전,입,기타(직접입력),입산자실화,0.04,20200315
2020,03,15,15:15,일,2020,3,15,17:05,경북,경북,청도,대전,용산,기,기타(직접입력),원인미상,0.2,20200315
2020,03,17,12:11,화,2020,3,17,12:59,경북,경북,경주,강동,다산,입,기타(직접입력),입산자실화,0.03,20200317
2020,03,18,11:06,수,2020,3,18,12:26,경북,경북,안동,북후,장기,건,기타(직접입력),아궁이 재투기,0.03,20200318
2020,03,19,07:11,목,2020,3,19,10:30,강원,강원,원주,흥업,대안,기,기타(직접입력),연탄재투기,0.7,20200319
2020,03,19,12:13,목,2020,3,19,13:20,경북,경북,예천,예천,상동,담,기타(직접입력),,0.14,20200319
2020,03,19,12:38,목,2020,3,19,14:26,강원,강원,원주,지정,판대,기,기타(직접입력),전선스파크 발화,2.2,20200319
2020,03,19,13:16,목,2020,3,19,14:50,경북,경북,의성,안평,마전,쓰,쓰레기소각,,0.2,20200319
2020,03,19,18:10,목,2020,3,19,22:15,남부,경북,청도,운문,신원,담,,,0.5,20200319
2020,03,20,09:59,금,2020,3,20,10:51,경북,경북,영주,단산,동원,건,주택화재비화,,0.02,20200320
2020,03,20,15:58,금,2020,3,20,16:53,경북,경북,김천,남,오봉,입,기타(직접입력),입산자실화,0.05,20200320
2020,03,21,15:36,토,2020,3,21,16:00,강원,강원,횡성,감천,삼거,기,선택,화목보일러불씨비화,0.05,20200321
2020,03,21,12:05,토,2020,3,21,13:05,경북,경북,상주,내서,노류,쓰,쓰레기소각,,0.1,20200321
2020,03,22,12:10,일,2020,3,22,13:40,경북,경북,봉화,춘양,석현,쓰,쓰레기소각,,0.1,20200322
2020,03,22,13:14,일,2020,3,22,17:22,경북,경북,안동,풍천,어담,기,농산폐기물소각,,18.3,20200322
2020,03,23,16:53,월,2020,3,23,17:50,남부,경북,경주,,동천,입,기타(직접입력),입산자실화 추정,0.07,20200323
2020,03,23,20:05,월,2020,3,23,22:45,경북,경북,구미,도개,신곡,기,농산폐기물소각,,0.4,20200323
2020,03,24,08:19,화,2020,3,24,09:00,경북,경북,영양,입암,노달,쓰,쓰레기소각,,0.02,20200324
2020,03,24,12:23,화,2020,3,24,13:30,경북,경북,안동,서후,광평,기,성묘객실화,,0.05,20200324
2020,03,24,15:15,화,2020,3,24,17:30,경북,경북,상주,사벌국,덕담,기,농산폐기물소각,,0.3,20200324
2020,03,24,15:16,화,2020,3,24,16:10,경북,경북,문경,영순,이목,기,농산폐기물소각,,0.1,20200324
2020,03,25,13:45,수,2020,3,25,16:42,경북,경북,영주,풍기,산법,쓰,쓰레기소각,,1.0,20200325
2020,03,25,14:03,수,2020,3,25,17:55,경북,경북,안동,도산,문곡,기,기타(직접입력),양봉장 불씨 부주의,13.2,20200325
2020,03,25,15:46,수,2020,3,25,17:39,경북,경북,칠곡,석적,중,기,기타(직접입력),원인미상,0.3,20200325
2020,03,25,16:01,수,2020,3,25,18:30,동부,강원,영월,상동,내덕,쓰,기타(직접입력),잔가지 소각,1.4,20200325
2020,03,25,22:15,수,2020,3,26,01:06,남부,경북,봉화,재산,갈산,기,기타(직접입력),원인미상,0.1,20200325
2020,03,26,11:03,목,2020,3,26,13:53,동부,강원,양양,현남,상월천,쓰,쓰레기소각,,0.8,20200326
2020,03,26,12:27,목,2020,3,26,16:20,강원,강원,철원,갈말,문혜,입,기타(직접입력),입산자실화 추정,9.85,20200326
2020,03,31,13:00,화,2020,3,31,15:00,강원,강원,철원,동송,오덕,입,기타(직접입력),입산자실화 추정,2.11,20200331
2020,04,1,11:44,수,2020,4,1,13:00,동부,강원,평창,미탄,평안,기,성묘객실화,,0.05,2020041
2020,04,2,19:20,목,2020,4,2,20:10,강원,강원,횡성,갑천,하대,건,주택화재비화,,0.05,2020042
2020,04,2,11:36,목,2020,4,2,13:26,경북,경북,김천,구성,상원,입,기타(직접입력),입산자실화,0.44,2020042
2020,04,3,10:58,금,2020,4,3,11:23,경북,경북,포항,북,양덕,담,담뱃불실화,,0.03,2020043
2020,04,3,14:20,금,2020,4,3,14:55,경북,경북,상주,낙동,구장,입,기타(직접입력),입산자실화,0.01,2020043
2020,04,3,14:38,금,2020,4,3,15:40,경북,경북,성주,초전,동포,기,기타(직접입력),원인미상,0.2,2020043
2020,04,3,14:44,금,2020,4,3,15:45,강원,강원,홍천,두촌,장남,입,기타(직접입력),입산자실화,0.1,2020043
2020,04,4,03:26,토,2020,4,4,09:00,강원,강원,삼척,근덕,동막,기,기타(직접입력),원인미상,0.5,2020044
2020,04,4,05:50,토,2020,4,4,06:44,강원,강원,횡성,우천,산전,기,농산폐기물소각,,0.08,2020044
2020,04,4,15:28,토,2020,4,4,17:47,남부,경북,영양,석보,삼의,입,기타(직접입력),입산자실화 추정,1.7,2020044
2020,04,4,16:52,토,2020,4,4,18:45,강원,강원,춘천,사북,송암,기,기타(직접입력),원인미상,0.3,2020044
2020,04,4,17:34,토,2020,4,4,19:10,경북,경북,봉화,물야,압동,기,기타(직접입력),연탄재 처리미숙,0.1,2020044
2020,04,5,15:05,일,2020,4,5,17:00,경북,경북,칠곡,지천,연호,기,기타(직접입력),원인미상,0.02,2020045
2020,04,5,18:40,일,2020,4,5,19:20,경북,경북,영양,석보,지경,쓰,쓰레기소각,,0.1,2020045
2020,04,6,14:15,월,2020,4,6,15:20,경북,경북,청도,각북,남산,기,기타(직접입력),전기누전,0.1,2020046
2020,04,6,13:58,월,2020,4,6,15:15,경북,경북,문경,산양,반곡,기,기타(직접입력),용접불씨 비화,0.3,2020046
2020,04,7,13:09,화,2020,4,7,14:00,경북,경북,의성,비안,서부,기,기타(직접입력),원인미상,0.01,2020047
2020,04,8,13:36,수,2020,4,8,15:55,강원,강원,원주,소초,홍양,기,기타(직접입력),재처리 부주의,1.5,2020048
2020,04,8,11:15,수,2020,4,8,18:05,남부,경북,청송,파천,옹점,입,기타(직접입력),입산자실화,48.2,2020048
2020,04,8,12:30,수,2020,4,8,15:00,강원,강원,영월,주천,도천,기,기타(직접입력),용접불꽃 부주의,11.91,2020048
2020,04,8,13:03,수,2020,4,8,15:10,경북,경북,봉화,춘양,서벽,건,주택화재비화,,0.1,2020048
2020,04,9,03:51,목,2020,4,9,06:55,경북,경북,경주,내남,망성,기,방화,,0.1,2020049
2020,04,9,09:20,목,2020,4,9,10:45,경북,경북,경주,내남,덕천,입,기타(직접입력),입산자실화,0.2,2020049
2020,04,9,10:40,목,2020,4,9,13:55,경북,경북,경주,,북군,입,기타(직접입력),입산자실화,0.33,2020049
2020,04,10,11:56,금,2020,4,10,13:29,강원,강원,평창,진부,두일,기,기타(직접입력),벌레집소각,0.3,20200410
2020,04,10,11:51,금,2020,4,10,13:30,강원,강원,원주,신림,구학,기,기타(직접입력),재처리 부주의,0.5,20200410
2020,04,11,14:34,토,2020,4,11,15:02,강원,강원,횡성,우천,상대,담,담뱃불실화,,0.01,20200411
2020,04,13,12:10,월,2020,4,13,14:22,강원,강원,횡성,갑천,대관대,건,기타(직접입력),건축물화재 비화,1.3,20200413
2020,04,13,19:16,월,2020,4,13,20:03,강원,강원,화천,사내,광덕,쓰,쓰레기소각,,0.09,20200413
2020,04,14,11:12,화,2020,4,14,13:25,경북,경북,안동,풍산,수,기,기타(직접입력),원인미상,0.5,20200414
2020,04,14,17:48,화,2020,4,15,12:00,북부,강원,철원,서,자등,입,기타(직접입력),입산자실화,19.0,20200414
2020,04,14,19:36,화,2020,4,14,20:56,경북,경북,문경,동로,인곡,기,기타(직접입력),영농부산물소각,0.05,20200414
2020,04,15,14:50,공,2020,4,15,16:45,강원,강원,평창,대화,개수,입,기타(직접입력),입산자실화,0.2,20200415
2020,04,15,17:20,공,2020,4,15,19:20,경북,경북,군위,고로,인곡,건,주택화재비화,,0.04,20200415
2020,04,16,15:23,목,2020,4,16,17:04,북부,강원,인제,인제,남북,입,기타(직접입력),입산자실화,0.01,20200416
2020,04,16,17:27,목,2020,4,16,19:30,경북,경북,청도,청도,살,기,기타(직접입력),원인미상,0.3,20200416
2020,04,16,21:23,목,2020,4,16,23:40,경북,경북,봉화,재산,동면,기,기타(직접입력),원인미상,0.1,20200416
2020,04,16,14:05,목,2020,4,16,15:10,경북,경북,경주,서,도계,입,기타(직접입력),입산자실화,0.01,20200416
2020,04,17,04:37,금,2020,4,17,07:50,경북,경북,군위,군위,광현,기,기타(직접입력),원인미상,0.2,20200417
2020,04,22,13:48,수,2020,4,22,15:15,강원,강원,강릉,성산,보광,기,기타(직접입력),원인미상,0.3,20200422
2020,04,22,14:23,수,2020,4,22,16:10,북부,강원,인제,인제,가아,기,기타(직접입력),화목보일러 불씨 비화,0.2,20200422
2020,04,24,15:39,금,2020,4,27,18:00,경북,경북,안동,풍천,인금,입,기타(직접입력),입산자실화 추정,1944.0,20200424
2020,04,24,16:15,금,2020,4,24,18:00,경북,경북,예천,예천,생천,기,기타(직접입력),원인미상,0.16,20200424
2020,04,24,13:07,금,2020,4,24,14:20,강원,강원,춘천,남,관천,기,기타(직접입력),원인미상,1.0,20200424
2020,04,24,11:35,금,2020,4,24,14:00,강원,강원,철원,갈말,문혜,입,기타(직접입력),입산자실화 추정,0.6,20200424
2020,04,26,13:27,일,2020,4,26,15:00,강원,강원,춘천,동,감정,기,기타(직접입력),원인미상,0.01,20200426
2020,04,27,11:28,월,2020,4,27,12:40,강원,강원,횡성,공근,학담,입,기타(직접입력),입산자실화,0.02,20200427
2020,04,30,15:47,공,2020,4,30,17:48,경북,경북,안동,풍산,매곡,입,기타(직접입력),입산자실화,0.1,20200430
2020,04,30,18:05,공,2020,4,30,20:00,강원,강원,원주,지정,판대,입,기타(직접입력),입산자실화 추정,0.01,20200430
2020,04,30,14:27,공,2020,4,30,18:00,북부,강원,홍천,서석,어론,입,기타(직접입력),입산자실화,0.2,20200430
2020,04,30,18:20,공,2020,4,30,19:25,경북,경북,군위,소보,위성,기,기타(직접입력),원인미상,0.02,20200430
2020,05,1,12:30,금,2020,5,1,20:50,경북,경북,울진,울진,신림,쓰,쓰레기소각,,3.77,2020051
2020,05,1,14:30,금,2020,5,1,16:30,북부,강원,춘천,동,상걸,입,기타(직접입력),입산자실화,0.2,2020051
2020,05,1,15:21,금,2020,5,1,18:00,강원,강원,홍천,동,노천,입,기타(직접입력),입산자실화,0.01,2020051
2020,05,1,20:10,금,2020,5,2,09:00,강원,강원,고성,토성,도원,건,주택화재비화,,123.2,2020051
2020,05,4,13:10,월,2020,5,4,16:40,남부,경북,봉화,소천,남회룡,기,기타(직접입력),원인미상,2.0,2020054
2020,05,6,11:33,수,2020,5,6,13:20,강원,강원,철원,철원,율이,기,기타(직접입력),그라인더 절단작업,0.06,2020056
2020,05,8,16:00,금,2020,5,8,17:15,강원,강원,횡성,갑천,대관대,기,기타(직접입력),전기누전,0.8,2020058
2020,05,8,14:50,금,2020,5,8,16:30,북부,강원,홍천,홍천,상오안,입,기타(직접입력),입산자실화,0.03,2020058
2020,05,8,15:00,금,2020,5,8,17:00,강원,강원,홍천,서,마곡,건,주택화재비화,,0.16,2020058
2020,05,13,13:51,수,2020,5,13,14:55,경북,경북,청도,화양,소라,기,농산폐기물소각,,0.1,20200513
2020,05,29,11:42,금,2020,5,29,13:55,경북,경북,울진,북,덕구,기,낙뢰,,0.1,20200529
2020,05,30,14:36,토,2020,5,30,16:20,경북,경북,칠곡,지천,연호,입,기타(직접입력),입산자실화,0.02,20200530
2020,05,31,12:42,일,2020,5,31,13:25,경북,경북,고령,대가야,내곡,쓰,쓰레기소각,,0.01,20200531
2020,06,1,12:46,월,2020,6,1,15:48,경북,경북,영덕,달산,옥산,쓰,쓰레기소각,,0.21,2020061
2020,06,3,00:51,수,2020,6,3,01:30,경북,경북,포항,북,양덕,담,담뱃불실화,,0.01,2020063
2020,06,3,11:18,수,2020,6,3,13:30,경북,경북,칠곡,석적,성곡,기,기타(직접입력),원인미상,0.07,2020063
2020,06,4,10:29,목,2020,6,4,11:58,경북,경북,군위,부계,가호,기,기타(직접입력),원인미상,0.02,2020064
2020,06,5,00:07,금,2020,6,5,05:03,경북,경북,포항,북,우목,입,기타(직접입력),입산자실화,0.06,2020065
2020,06,5,14:32,금,2020,6,5,17:00,경북,경북,영주,단산,동원,기,기타(직접입력),원인미상,0.01,2020065
2020,06,5,15:17,금,2020,6,5,16:13,경북,경북,울진,울진,연지,기,기타(직접입력),원인미상,0.05,2020065
2020,06,7,04:50,일,2020,6,7,07:55,경북,경북,칠곡,석적,성곡,기,기타(직접입력),원인미상,0.2,2020067
2020,06,7,11:42,일,2020,6,7,14:25,경북,경북,포항,죽장,매현,기,기타(직접입력),회목보일러 불씨 부주의,0.16,2020067
2020,06,8,15:15,월,2020,6,8,19:15,북부,강원,춘천,동,품걸,입,기타(직접입력),입산자실화 추정,0.1,2020068
2020,06,13,15:10,토,2020,6,13,18:00,북부,강원,춘천,동,원곡,입,기타(직접입력),입산자실화,0.4,20200613
