발생일시_년,발생일시_월,발생일시_일,발생일시_시간,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_시도,발생장소_시군구,발생장소_읍면,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,관측일
2018,02,19,15:03,월,2018,2,19,16:30,강원,강원,원주,부론,노림,건,기타(직접입력),폐축사 화재,0.5,20180219
2018,02,19,14:35,월,2018,2,19,17:00,경북,경북,봉화,물야,개단,기,작업장실화,,0.1,20180219
2018,02,19,12:49,월,2018,2,19,14:20,경북,경북,영천,화남,월곡,쓰,쓰레기소각,,0.2,20180219
2018,02,20,15:56,화,2018,2,20,17:28,강원,강원,정선,신동,운치,기,논밭두렁소각,,0.1,20180220
2018,02,21,10:20,수,2018,2,21,11:15,경북,경북,경주,안강,근계,입,기타(직접입력),입산자 실화,0.01,20180221
2018,02,21,04:55,수,2018,2,21,12:00,경북,경북,청도,청도,평양,입,기타(직접입력),입산자 실화추정,0.1,20180221
2018,02,22,16:02,목,2018,2,22,19:20,경북,경북,청도,운문,마일,쓰,쓰레기소각,,0.13,20180222
2018,02,22,10:40,목,2018,2,22,13:30,경북,경북,영양,청기,정족,건,주택화재비화,,0.2,20180222
2018,02,26,17:40,월,2018,2,26,18:40,경북,경북,의성,점곡,서변,기,농산폐기물소각,,0.02,20180226
2018,02,26,13:08,월,2018,2,26,14:20,경북,경북,상주,외서,관현,쓰,쓰레기소각,,0.05,20180226
2018,02,26,12:05,월,2018,2,26,13:40,경북,경북,청도,각남,칠성,기,성묘객실화,,0.02,20180226
2018,03,12,14:30,월,2018,3,12,16:00,경북,경북,안동,북후,두산,기,기타(직접입력),원인미상(조사중),0.02,20180312
2018,03,13,14:15,화,2018,3,13,16:35,경북,경북,경주,안강,두류,기,농산폐기물소각,,1.4,20180313
2018,03,14,14:40,수,2018,3,14,15:50,경북,경북,상주,이안,문창,쓰,쓰레기소각,,0.1,20180314
2018,03,14,14:34,수,2018,3,14,15:30,강원,강원,춘천,온의,,기,농산폐기물소각,,0.2,20180314
2018,03,14,12:24,수,2018,3,14,15:40,경북,경북,김천,개령,양천,기,농산폐기물소각,,2.5,20180314
2018,03,22,14:30,목,2018,3,22,16:20,강원,강원,춘천,남산,방하,건,주택화재비화,,1.1,20180322
2018,03,24,14:15,토,2018,3,24,14:50,경북,경북,경산,와촌,상암,쓰,기타(직접입력),낙엽소각,0.06,20180324
2018,03,25,21:20,일,2018,3,25,23:00,강원,강원,삼척,근덕,교곡,건,주택화재비화,,0.2,20180325
2018,03,25,19:55,일,2018,3,25,22:16,강원,강원,원주,태장,,입,기타(직접입력),입산자 실화,0.3,20180325
2018,03,26,16:34,월,2018,3,26,17:28,경북,경북,봉화,재산,현동,기,기타(직접입력),원인미상(조사중),0.1,20180326
2018,03,26,14:11,월,2018,3,26,15:25,남부,경북,경주,강동,국당,기,작업장실화,,0.16,20180326
2018,03,26,11:35,월,2018,3,26,13:10,경북,경북,경주,내남,망성,기,농산폐기물소각,,1.2,20180326
2018,03,27,23:47,화,2018,3,28,01:05,경북,경북,봉화,물야,오전,기,기타(직접입력),원인미상(조사중),0.1,20180327
2018,03,27,11:58,화,2018,3,27,12:58,경북,경북,영천,대전,,기,논밭두렁소각,,0.01,20180327
2018,03,28,06:19,수,2018,3,28,22:00,강원,강원,고성,간성,탑동,기,기타(직접입력),전선단락(추정),356.85,20180328
2018,03,28,12:36,수,2018,3,28,14:40,남부,경북,영양,청기,행화,기,기타(직접입력),야외 아궁이 불씨 비산화,12.4,20180328
2018,03,28,10:25,수,2018,3,28,11:30,경북,경북,경주,강동,단구,기,논밭두렁소각,,0.4,20180328
2018,03,29,11:45,목,2018,3,29,13:10,경북,경북,포항,신광,토성,쓰,쓰레기소각,,0.2,20180329
2018,03,30,15:13,금,2018,3,30,15:55,경북,경북,상주,내서,노류,담,담뱃불실화,,0.01,20180330
2018,03,31,12:25,토,2018,3,31,14:05,경북,경북,울진,기성,황보,기,기타(직접입력),원인미상(조사중),0.2,20180331
2018,04,1,16:56,일,2018,4,1,18:15,경북,경북,군위,고로,석산,기,농산폐기물소각,,0.2,2018041
2018,04,1,13:00,일,2018,4,1,15:20,북부,강원,철원,동송,상노,입,산나물채취객실화,,0.1,2018041
2018,04,3,13:45,화,2018,4,3,22:30,경북,경북,고령,개진,구곡,쓰,쓰레기소각,,16.1,2018043
2018,04,3,18:37,화,2018,4,4,01:11,경북,경북,울진,기성,망양,기,기타(직접입력),원인미상(조사중),2.0,2018043
2018,04,3,13:14,화,2018,4,3,15:05,경북,경북,봉화,상운,토일,기,성묘객실화,,0.5,2018043
2018,04,9,14:36,월,2018,4,9,18:30,강원,강원,삼척,원덕,노곡,기,기타(직접입력),조사중,0.3,2018049
2018,04,9,11:48,월,2018,4,9,12:55,경북,경북,안동,길안,대곡,기,논밭두렁소각,,0.01,2018049
2018,04,12,14:58,목,2018,4,12,17:40,경북,경북,청도,화양,유등,기,작업장실화,,0.1,20180412
2018,04,12,14:15,목,2018,4,13,15:20,경북,경북,군위,우보,선곡,입,기타(직접입력),입산자 실화추정,0.3,20180412
2018,04,13,10:35,금,2018,4,13,11:50,경북,경북,의성,옥산,실업,입,기타(직접입력),입산자 실화추정(조사중),0.01,20180413
2018,04,13,12:51,금,2018,4,13,15:00,북부,강원,춘천,동,품걸,쓰,쓰레기소각,,0.02,20180413
2018,04,16,15:55,월,2018,4,16,16:50,경북,경북,봉화,봉화,거촌,기,농산폐기물소각,,0.01,20180416
2018,04,17,12:50,화,2018,4,17,13:50,경북,경북,경주,강동,안계,입,기타(직접입력),입산자 실화추정,0.02,20180417
2018,04,18,15:17,수,2018,4,18,17:00,남부,경북,영양,수비,신암,기,기타(직접입력),전기 합선,0.01,20180418
2018,04,19,19:30,목,2018,4,20,07:00,동부,강원,양양,현남,정자,기,기타(직접입력),원인미상(조사중),13.08,20180419
2018,04,19,15:58,목,2018,4,19,16:54,경북,경북,상주,함창,나한,기,농산폐기물소각,,0.1,20180419
2018,04,19,14:51,목,2018,4,19,15:58,경북,경북,성주,가천,마수,기,작업장실화,,0.1,20180419
2018,04,19,12:00,목,2018,4,19,16:56,경북,경북,영주,단산,단곡,기,논밭두렁소각,,0.7,20180419
2018,04,19,11:42,목,2018,4,19,12:30,경북,경북,영천,청통,보성,기,농산폐기물소각,,0.2,20180419
2018,04,20,13:56,금,2018,4,20,14:46,경북,경북,상주,청리,하초,기,농산폐기물소각,,0.01,20180420
2018,04,20,13:38,금,2018,4,20,17:50,동부,강원,평창,대관령,수하,입,기타(직접입력),입산자 담뱃불 실화추정,0.08,20180420
2018,04,20,12:50,금,2018,4,20,13:44,경북,경북,포항,흥해,초곡,입,기타(직접입력),입산자 실화,0.01,20180420
2018,04,21,16:37,토,2018,4,21,18:30,경북,경북,경산,진량,평사,기,기타(직접입력),원인미상,0.1,20180421
2018,04,21,21:35,토,2018,4,22,00:50,강원,강원,원주,문막,대둔,기,기타(직접입력),원인미상,0.5,20180421
2018,04,21,16:38,토,2018,4,21,18:40,강원,강원,춘천,서,덕두원,입,기타(직접입력),입산자 실화,0.5,20180421
2018,04,21,14:23,토,2018,4,21,15:40,경북,경북,문경,동로,간송,입,산나물채취객실화,,0.5,20180421
2018,04,21,11:13,토,2018,4,21,12:00,경북,경북,상주,은척,두곡,입,산나물채취객실화,,0.01,20180421
2018,04,21,11:35,토,2018,4,21,23:00,북부,강원,인제,인제,합강,입,기타(직접입력),입산자 실화,3.0,20180421
2018,04,21,10:48,토,2018,4,21,12:04,강원,강원,화천,간동,구만,입,기타(직접입력),입산자 실화,0.15,20180421
2018,04,22,11:03,일,2018,4,22,12:40,경북,경북,안동,임동,마,기,논밭두렁소각,,0.02,20180422
2018,04,28,13:52,토,2018,4,28,15:50,경북,경북,안동,일직,용각,기,기타(직접입력),폐가 전기누전 추정,0.1,20180428
2018,04,29,15:29,일,2018,4,29,16:42,경북,경북,상주,화동,선교,입,산나물채취객실화,,0.1,20180429
2018,05,1,15:42,화,2018,5,1,20:30,경북,경북,고령,운수,팔산,입,기타(직접입력),입산자 실화추정,0.73,2018051
2018,05,22,10:41,화,2018,5,22,14:00,경북,경북,청송,청송,송생,입,기타(직접입력),입산자 실화,0.2,20180522
2018,06,1,14:30,금,2018,6,1,18:00,북부,강원,춘천,신북,발산,입,기타(직접입력),입산자 실화,0.01,2018061
2018,06,3,14:05,일,2018,6,3,15:45,경북,경북,경주,감포,노동,입,기타(직접입력),입산자 실화추정,0.1,2018063
2018,06,18,13:20,월,2018,6,18,14:45,경북,경북,안동,일직,조탑,기,기타(직접입력),원인미상,0.03,20180618
2018,06,21,14:49,목,2018,6,21,16:05,경북,경북,포항,흥해,죽천,입,기타(직접입력),입산자 담뱃불 추정,0.02,20180621
2018,06,21,11:59,목,2018,6,21,14:00,경북,경북,칠곡,약목,남계,쓰,쓰레기소각,,0.01,20180621
2018,06,22,18:02,금,2018,6,23,23:30,북부,강원,인제,남,관대,입,기타(직접입력),입산자 실화,0.54,20180622
2018,06,22,15:00,금,2018,6,22,19:30,북부,강원,양구,남,원,입,기타(직접입력),입산자 실화,0.05,20180622
2018,06,22,14:00,금,2018,6,22,16:05,경북,경북,구미,광평,,기,기타(직접입력),원인미상,0.05,20180622
2018,06,23,14:55,토,2018,6,23,17:20,경북,경북,안동,도산,온혜,쓰,쓰레기소각,,0.07,20180623
2018,06,23,14:20,토,2018,6,23,20:00,북부,강원,춘천,북산,추곡,입,기타(직접입력),입산자 실화,0.01,20180623
2018,06,23,13:14,토,2018,6,23,15:08,경북,경북,김천,조마,신왕,기,농산폐기물소각,,0.3,20180623
2018,06,23,11:50,토,2018,6,23,15:50,경북,경북,칠곡,왜관,금산,입,기타(직접입력),입산자 실화추정,0.02,20180623
2018,06,24,14:30,일,2018,6,24,22:00,경북,경북,경주,서,천촌,입,기타(직접입력),낚시꾼 실화추정,3.0,20180624
2018,06,24,15:51,일,2018,6,24,16:30,경북,경북,포항,흥해,죽천,기,기타(직접입력),조사중,0.01,20180624
2018,06,24,17:30,일,2018,6,24,20:00,북부,강원,홍천,내촌,화상대,입,기타(직접입력),입산자 실화,0.15,20180624
2018,06,24,16:42,일,2018,6,24,20:00,강원,강원,홍천,북방,화동,입,기타(직접입력),입산자 실화,1.0,20180624
2018,06,25,15:43,월,2018,6,25,17:44,경북,경북,고령,덕곡,노,기,무속행위,,0.06,20180625
2018,06,26,10:31,화,2018,6,26,11:20,경북,경북,포항,흥해,흥안,기,농산폐기물소각,,0.02,20180626
2018,07,24,16:46,화,2018,7,24,18:30,경북,경북,영양,청기,행화,기,기타(직접입력),조사중,0.01,20180724
2018,07,29,15:15,일,2018,7,29,16:40,경북,경북,김천,감문,대양,기,농산폐기물소각,,0.06,20180729
2018,07,29,13:48,일,2018,7,29,19:00,강원,강원,춘천,남,가정,기,작업장실화,,0.86,20180729
2018,07,29,10:15,일,2018,7,29,15:00,경북,경북,고령,개진,양전,기,기타(직접입력),원인미상,1.5,20180729
2018,07,31,15:04,화,2018,7,31,17:21,강원,강원,원주,부론,정산,기,작업장실화,,0.2,20180731
2018,07,31,11:20,화,2018,7,31,13:30,경북,경북,청송,진보,이촌,입,기타(직접입력),입산자 실화추정,0.05,20180731
2018,08,1,08:51,수,2018,8,1,13:00,북부,강원,춘천,동,품걸,기,기타(직접입력),조명탄 발화(조사중),0.1,2018081
2018,08,3,10:28,금,2018,8,3,13:10,강원,강원,횡성,우천,정금,입,기타(직접입력),입산자 실화추정,1.04,2018083
2018,08,4,16:40,토,2018,8,4,18:32,경북,경북,의성,춘산,빙계,입,기타(직접입력),입산자 실화추정,0.05,2018084
2018,08,5,10:46,일,2018,8,5,14:10,경북,경북,의성,단촌,상화,쓰,쓰레기소각,,0.3,2018085
2018,08,5,13:48,일,2018,8,5,15:00,경북,경북,영양,입암,병옥,기,기타(직접입력),고추씨 발효 자연발화추정,0.01,2018085
2018,08,5,16:35,일,2018,8,5,18:10,강원,강원,홍천,동,월운,입,기타(직접입력),입산자 실화,0.03,2018085
2018,08,5,18:28,일,2018,8,5,19:33,강원,강원,강릉,왕산,고단,입,기타(직접입력),입산자 실화추정,0.02,2018085
2018,08,9,16:30,목,2018,8,9,18:50,남부,경북,상주,이안,안용,입,기타(직접입력),입산자 실화추정,0.15,2018089
2018,08,15,12:30,수,2018,8,16,09:00,경북,경북,군위,우보,두북,기,농산폐기물소각,,31.9,20180815
2018,08,15,12:20,수,2018,8,15,14:00,강원,강원,횡성,안흥,상안,입,기타(직접입력),입산자 실화,0.25,20180815
2018,08,17,13:46,금,2018,8,17,18:20,강원,강원,춘천,동,월곡,입,기타(직접입력),입산자 실화추정,9.4,20180817
2018,08,18,11:04,토,2018,8,18,14:00,경북,경북,상주,화북,장암,입,기타(직접입력),입산자 실화추정,0.01,20180818
2018,09,30,15:00,일,2018,9,30,17:30,경북,경북,상주,외서,대전,입,기타(직접입력),입산자 실화추정(조사중),0.01,20180930
2018,10,2,11:45,화,2018,10,2,13:40,경북,경북,성주,벽진,봉학,입,기타(직접입력),입산자 실화추정,0.01,2018102
2018,10,4,13:30,목,2018,10,4,15:20,북부,강원,인제,남,남전,입,기타(직접입력),입산자 실화,0.01,2018104
2018,10,18,11:47,목,2018,10,18,15:40,경북,경북,고령,쌍림,신곡,입,기타(직접입력),입산자 실화추정,0.1,20181018
2018,10,20,16:50,토,2018,10,20,19:36,경북,경북,상주,화동,반곡,기,기타(직접입력),원인미상,0.1,20181020
2018,11,22,14:24,목,2018,11,22,15:25,강원,강원,철원,서,자등,입,기타(직접입력),입산자 실화추정,0.1,20181122
2018,11,23,09:52,금,2018,11,23,11:20,강원,강원,삼척,근덕,초곡,쓰,쓰레기소각,,0.1,20181123
2018,11,26,06:30,월,2018,11,26,07:25,강원,강원,삼척,근덕,초곡,기,기타(직접입력),방화추정,0.03,20181126
2018,11,29,14:50,목,2018,11,29,16:13,경북,경북,영천,화남,귀호,쓰,쓰레기소각,,0.1,20181129
2018,12,21,13:17,금,2018,12,21,13:48,경북,경북,포항,북,양덕,기,기타(직접입력),조사중,0.01,20181221
2018,12,22,14:17,토,2018,12,22,15:30,강원,강원,평창,진부,척천,쓰,쓰레기소각,,0.05,20181222
2018,12,28,20:43,금,2018,12,29,16:00,강원,강원,삼척,미로,하정,건,기타(직접입력),,27.0,20181228
2018,12,28,13:12,금,2018,12,28,15:30,경북,경북,안동,북후,신전,건,주택화재비화,,0.07,20181228
2018,12,30,11:48,일,2018,12,30,12:58,경북,경북,상주,외서,가곡,기,농산폐기물소각,,0.01,20181230
2019,01,1,12:38,화,2019,1,1,13:33,경북,경북,영천,녹전,,입,입산자 실화추정,,0.04,2019011
2019,01,1,16:12,화,2019,1,2,17:20,강원,강원,양양,서,송천,담,담뱃불 실화추정,,97.94,2019011
2019,01,2,23:23,수,2019,1,3,00:20,경북,경북,울진,후포,후포,기,원인미상,,0.01,2019012
2019,01,3,13:50,목,2019,1,3,16:30,경북,경북,영양,수비,수하,쓰,쓰레기 소각,,0.5,2019013
2019,01,4,18:56,금,2019,1,4,23:00,경북,경북,군위,산성,백학,기,기도용 촛불,,1.5,2019014
2019,01,6,12:15,일,2019,1,6,14:00,경북,경북,예천,감천,진평,기,화목보일러 재 투기,,0.25,2019016
2019,01,7,05:33,월,2019,1,7,05:50,경북,경북,포항,북,장성,기,방화,,0.01,2019017
2019,01,7,06:20,월,2019,1,7,07:30,경북,경북,영덕,병곡,영,건,건축물화재,,0.1,2019017
2019,01,8,15:05,화,2019,1,8,16:55,경북,경북,울진,울진,대흥,기,화목보일러 재 투기,,0.2,2019018
2019,01,9,05:07,수,2019,1,9,07:41,경북,경북,포항,북,두호,기,방화,,0.1,2019019
2019,01,9,13:35,수,2019,1,9,16:15,경북,경북,영주,이산,신천,입,입산자 실화추정,,0.03,2019019
2019,01,10,11:17,목,2019,1,10,12:05,강원,강원,고성,토성,운봉,기,재 투기,,0.35,20190110
2019,01,10,14:20,목,2019,1,10,17:15,경북,경북,봉화,법전,어지,기,연탄재 투기,,0.1,20190110
2019,01,19,12:19,토,2019,1,19,14:50,경북,경북,영양,일월,도곡,기,논밭두렁 소각,,0.4,20190119
2019,01,19,22:40,토,2019,1,19,23:45,강원,강원,강릉,왕산,목계,기,화목보일러 재화재,,0.03,20190119
2019,01,20,12:30,일,2019,1,20,15:00,강원,강원,춘천,서,현암,기,화목보일러 재처리 부주의,,1.46,20190120
2019,01,22,12:30,화,2019,1,22,17:15,동부,강원,태백,백산,,기,입목처분지 벌채작업 중 기계톱 불씨,,0.1,20190122
2019,01,24,15:48,목,2019,1,24,19:00,강원,강원,인제,서화,천도,기,원인미상,,1.0,20190124
2019,01,24,14:28,목,2019,1,24,15:24,경북,경북,포항,흥해,양백,입,입산자 실화추정,,0.06,20190124
2019,01,24,06:16,목,2019,1,24,08:30,경북,경북,의성,다인,봉정,기,원인미상,,0.5,20190124
2019,01,25,15:15,금,2019,1,25,16:30,강원,강원,원주,지정,가곡,기,파이프절단중 불씨발화,,0.3,20190125
2019,01,26,02:57,토,2019,1,26,09:00,경북,경북,칠곡,동명,송산,기,원인미상,,0.2,20190126
2019,01,26,14:15,토,2019,1,26,15:32,강원,강원,평창,방림,운교,기,화목보일러 재 방치,,0.05,20190126
2019,01,27,18:58,일,2019,1,27,22:40,강원,강원,원주,신림,신림,입,입산자 실화,,0.2,20190127
2019,01,27,15:09,일,2019,1,27,16:24,경북,경북,군위,군위,상곡,쓰,쓰레기 소각,,0.1,20190127
2019,01,27,02:58,일,2019,1,27,04:50,강원,강원,원주,신림,성남,담,담뱃불 실화,,0.1,20190127
2019,01,27,14:22,일,2019,1,28,10:30,강원,강원,춘천,신북,유포,담,담뱃불 실화,,3.6,20190127
2019,01,29,19:37,화,2019,1,30,14:40,경북,경북,영덕,남정,봉전,입,입산자 실화추정,,1.5,20190129
2019,01,29,12:58,화,2019,1,29,14:30,강원,강원,횡성,청일,춘당,쓰,쓰레기 소각,,0.4,20190129
2019,01,29,14:03,화,2019,1,29,20:00,경북,경북,고령,개진,구곡,입,입산자 실화추정,,0.8,20190129
2019,01,30,17:20,수,2019,1,30,18:30,강원,강원,홍천,화촌,송정,기,원인미상,,0.05,20190130
2019,01,30,16:23,수,2019,1,30,20:00,강원,강원,동해,신흥,,기,굴삭기 화재,,0.34,20190130
2019,01,31,04:26,목,2019,1,31,07:12,경북,경북,군위,산성,화본,기,무속기도용 향불로 인한 발화,,0.3,20190131
2019,02,2,12:23,토,2019,2,2,12:55,경북,경북,문경,우지,,담,담뱃불 실화추정,,0.05,2019022
2019,02,8,14:53,금,2019,2,8,15:49,경북,경북,예천,감천,진평,기,농산폐기물 소각,,0.03,2019028
2019,02,9,09:20,토,2019,2,9,11:05,경북,경북,영천,고경,대의,건,공장화재 산불전이,,0.1,2019029
2019,02,9,12:25,토,2019,2,9,13:45,경북,경북,구미,황상,,입,입산자 실화추정,,0.2,2019029
2019,02,9,16:36,토,2019,2,9,17:43,경북,경북,포항,기북,율산,입,입산자 실화추정,,0.02,2019029
2019,02,15,16:55,금,2019,2,15,18:50,남부,경북,경산,용성,곡란,건,꿩사육 대부지 내 관리사 화재 비화,,0.02,20190215
2019,02,16,01:34,토,2019,2,16,08:35,경북,경북,영덕,영해,괴시,기,입산자 방화(등상중 부상 구조요청 목적),,0.5,20190216
2019,02,17,12:28,일,2019,2,17,15:00,경북,경북,안동,북후,물한,건,건축물 화재 비화,,0.15,20190217
2019,02,17,21:28,일,2019,2,17,22:54,경북,경북,포항,북,환호,입,입산자 실화추정,,0.01,20190217
2019,02,18,17:40,월,2019,2,18,18:50,경북,경북,경주,현곡,래태,담,담뱃불 실화,,0.03,20190218
2019,02,18,16:49,월,2019,2,18,18:13,경북,경북,봉화,춘양,석현,쓰,잡풀 소각,,0.1,20190218
2019,02,18,09:32,월,2019,2,18,11:53,경북,경북,울진,근남,구산,건,주택화재 비화,,0.46,20190218
2019,02,18,04:00,월,2019,2,18,08:39,경북,경북,고령,개진,반운,건,공장화재,,0.3,20190218
2019,02,23,13:37,토,2019,2,23,14:10,경북,경북,상주,공성,산현,기,화덕 불씨 전이,,0.05,20190223
2019,02,24,14:15,일,2019,2,24,16:00,경북,경북,칠곡,약목,남계,입,입산자 실화추정,,0.01,20190224
2019,02,27,14:12,수,2019,2,27,17:00,강원,강원,춘천,서,서상,기,농산폐기물 소각,,1.0,20190227
2019,02,27,11:34,수,2019,2,27,12:50,강원,강원,평창,용평,장평,쓰,쓰레기 소각,,0.1,20190227
2019,03,1,13:05,금,2019,3,1,17:50,경북,경북,성주,용암,사곡,기,자연발화(폐기물 더미 속 발화),,1.2,2019031
2019,03,1,13:45,금,2019,3,1,14:00,경북,경북,경주,구정,,담,담뱃불 실화추정,,0.1,2019031
2019,03,2,14:47,토,2019,3,2,15:40,강원,강원,춘천,남산,방하,입,입산자 실화,,0.08,2019032
2019,03,2,16:08,토,2019,3,2,19:00,강원,강원,화천,화천,신읍,건,창고화재 추정,,0.98,2019032
2019,03,3,10:28,일,2019,3,3,11:15,경북,경북,영천,임고,효,기,밭두렁 소각,,0.03,2019033
2019,03,3,11:10,일,2019,3,3,15:30,경북,경북,울릉,서,남서,담,담뱃불 실화,,0.1,2019033
2019,03,3,11:45,일,2019,3,3,12:40,강원,강원,원주,단계,,쓰,쓰레기 소각,,0.1,2019033
2019,03,4,13:34,월,2019,3,4,14:20,강원,강원,횡성,우천,용둔,쓰,배수로 낙엽소각,,0.1,2019034
2019,03,4,12:40,월,2019,3,4,18:00,북부,강원,홍천,동,노천,쓰,쓰레기 소각,,0.6,2019034
2019,03,5,14:11,화,2019,3,5,14:50,경북,경북,문경,모전,,담,담뱃불 실화추정,,0.01,2019035
2019,03,6,13:49,수,2019,3,6,15:40,강원,강원,강릉,왕산,대기,건,농막화재,,0.06,2019036
2019,03,7,12:50,목,2019,3,7,14:50,남부,경북,봉화,물야,개단,기,작업장 실화,,0.06,2019037
2019,03,8,12:05,금,2019,3,8,13:00,경북,경북,상주,화동,신촌,기,농산부산물 소각,,0.03,2019038
2019,03,8,17:15,금,2019,3,8,18:30,강원,강원,홍천,서석,검산,기,화목보일러 재 처리불량,,0.02,2019038
2019,03,9,10:50,토,2019,3,9,12:20,경북,경북,경주,양남,환서,기,농산폐기물 소각,,0.89,2019039
2019,03,9,07:50,토,2019,3,9,09:00,강원,강원,강릉,성산,관음,쓰,산림부산물 소각,,0.1,2019039
2019,03,12,15:00,화,2019,3,12,16:20,강원,강원,춘천,동,지내,기,원인미상,,0.1,20190312
2019,03,13,18:59,수,2019,3,13,21:45,강원,강원,춘천,신북,용산,쓰,쓰레기 소각,,0.02,20190313
2019,03,13,10:47,수,2019,3,13,12:30,강원,강원,강릉,연곡,삼산,입,입산자 실화,,0.01,20190313
2019,03,14,14:46,목,2019,3,14,15:20,경북,경북,문경,농암,지동,기,농산폐기물 소각,,0.06,20190314
2019,03,14,17:32,목,2019,3,14,18:21,경북,경북,울진,평해,삼달,기,원인미상,,0.04,20190314
2019,03,14,11:58,목,2019,3,14,12:50,경북,경북,문경,동로,수평,기,농산폐기물 소각,,0.3,20190314
2019,03,15,08:00,금,2019,3,15,11:10,남부,경북,칠곡,동명,득명,입,입산자 실화,,0.24,20190315
2019,03,17,12:40,일,2019,3,17,15:30,강원,강원,속초,도문,,기,예초기 조작 과실,,1.3,20190317
2019,03,17,12:53,일,2019,3,17,13:39,경북,경북,포항,청하,소등,쓰,쓰레기 소각,,0.02,20190317
2019,03,19,14:39,화,2019,3,19,15:50,경북,경북,문경,공평,,쓰,쓰레기 소각,,0.06,20190319
2019,03,19,10:58,화,2019,3,19,13:40,경북,경북,문경,가은,원북,쓰,쓰레기 소각,,3.0,20190319
2019,03,20,18:39,수,2019,3,20,20:50,경북,경북,울진,금강송,쌍전,기,농산부산물 소각,,0.07,20190320
2019,03,22,14:55,금,2019,3,22,16:20,경북,경북,구미,인의,,입,입산자 실화추정,,0.2,20190322
2019,03,23,14:49,토,2019,3,23,16:30,경북,경북,안동,북후,석탑,쓰,쓰레기 소각추정,,0.1,20190323
2019,03,26,14:24,화,2019,3,26,16:28,경북,경북,의성,다인,봉정,기,농산폐기물 소각,,0.2,20190326
2019,03,26,14:45,화,2019,3,26,16:20,경북,경북,의성,사곡,매곡,입,입산자 실화추정,,0.05,20190326
2019,03,27,12:40,수,2019,3,27,14:45,경북,경북,칠곡,기산,평복,쓰,쓰레기 소각추정,,0.1,20190327
2019,03,27,13:03,수,2019,3,27,16:55,경북,경북,안동,임하,천전,쓰,쓰레기 소각,,0.3,20190327
2019,03,27,13:17,수,2019,3,27,15:50,경북,경북,예천,효자,고항,기,농산폐기물 소각 추정,,1.0,20190327
2019,03,27,13:59,수,2019,3,27,17:00,경북,경북,고령,운수,팔산,기,고물상 화재 전이,,0.7,20190327
2019,03,27,17:47,수,2019,3,28,13:40,경북,경북,구미,고아,대망,기,농산폐기물 소각,,22.0,20190327
2019,03,29,14:59,금,2019,3,30,04:00,경북,경북,의성,가음,현리,기,성묘객 실화,,18.44,20190329
2019,03,29,16:23,금,2019,3,29,18:35,경북,경북,예천,보문,작곡,쓰,생활폐기물 소각,,1.0,20190329
2019,03,31,16:54,일,2019,3,31,18:03,경북,경북,포항,대송,남성,기,벌통 소독,,0.02,20190331
2019,04,1,19:00,월,2019,4,1,20:15,강원,강원,홍천,서,길곡,쓰,잔디소각,,0.02,2019041
2019,04,2,12:09,화,2019,4,2,12:35,경북,경북,울진,매화,금매,기,원인미상,,0.04,2019042
2019,04,2,17:17,화,2019,4,2,18:50,경북,경북,울진,금강송,왕피,건,주택화재,,0.15,2019042
2019,04,3,14:22,수,2019,4,3,17:30,강원,강원,횡성,갑천,포동,기,숯가공 재처리 부주의,,0.7,2019043
2019,04,3,15:08,수,2019,4,3,16:05,경북,경북,구미,산동,인덕,건,주택화재 전이,,0.1,2019043
2019,04,3,19:52,수,2019,4,4,08:00,경북,경북,포항,대송,장동,입,입산자 실화추정,,9.6,2019043
2019,04,3,10:40,수,2019,4,3,11:24,경북,경북,구미,선산,내고,기,밭두렁 소각추정,,0.3,2019043
2019,04,4,14:31,목,2019,4,4,15:24,경북,경북,의성,안계,봉양,기,원인미상,,0.01,2019044
2019,04,4,14:33,목,2019,4,4,17:50,경북,경북,포항,북,두호,입,입산자 실화추정,,0.21,2019044
2019,04,4,14:45,목,2019,4,6,18:00,강원,강원,인제,남,남전,쓰,쓰레기 소각,,344.93,2019044
2019,04,4,16:16,목,2019,4,4,18:00,강원,강원,원주,부론,손곡,쓰,장례용품 소각,,0.7,2019044
2019,04,4,19:17,목,2019,4,5,18:00,강원,강원,고성,토성,원암,기,특고압 전선 아크 불티,,1266.62,2019044
2019,04,4,23:46,목,2019,4,5,21:30,강원,강원,강릉,옥계,남양,기,신당 전기초 합선,,1260.15,2019044
2019,04,4,13:30,목,2019,4,4,14:05,강원,강원,횡성,횡성,모평,기,성묘객 실화,,0.05,2019044
2019,04,4,12:31,목,2019,4,4,17:30,남부,경북,봉화,춘양,도심,입,입산자 담뱃불 실화,,4.0,2019044
2019,04,5,02:50,금,2019,4,5,12:00,경북,경북,포항,대송,대각,기,장동리 산불 불씨 비화,,3.6,2019045
2019,04,5,09:24,금,2019,4,5,11:45,경북,경북,포항,북,창포,입,입산자 실화추정,,0.16,2019045
2019,04,5,15:15,금,2019,4,5,16:20,경북,경북,영천,북안,용계,기,성묘객 담뱃불 실화,,0.1,2019045
2019,04,6,12:09,토,2019,4,6,13:00,경북,경북,영천,화산,화산,기,성묘객 실화,,0.1,2019046
2019,04,6,13:27,토,2019,4,6,22:00,경북,경북,영천,자양,신방,기,성묘객 실화,,2.0,2019046
